book_title,ban_date,collection_successful,error,state,avg_search_before,avg_search_after,max_search_before,max_search_after,min_search_before,min_search_after,percent_change,absolute_change,volatility,data_collected
Julián at the Wedding (Julián Series),2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 11:54:10
En el bosque,2021-12-01,True,,Texas,24.61,21.41,100.0,100.0,0.0,0.0,-13.0,-3.2,26.34,2026-02-07 11:54:24
Abortion: A Documentary and Reference Guide,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 11:54:37
101 Questions About Reproduction: Or How 1 + 1 = 3 or 4 or More,2021-12-01,True,,Texas,12.73,12.19,100.0,100.0,0.0,0.0,-4.28,-0.54,27.01,2026-02-07 11:54:50
Miles Away from You,2021-12-01,True,,Texas,3.99,8.53,100.0,100.0,0.0,0.0,113.93,4.54,20.49,2026-02-07 11:55:03
Dear Martin,2021-12-01,True,,Missouri,17.14,18.59,100.0,100.0,0.0,0.0,8.43,1.44,26.38,2026-02-07 11:55:16
Gender Queer: A Memoir,2021-12-01,True,,Texas,2.59,0.0,100.0,0.0,0.0,0.0,-100.0,-2.59,14.34,2026-02-07 11:55:29
You Know Me Well,2021-12-01,True,,Texas,50.59,53.08,100.0,100.0,0.0,0.0,4.92,2.49,25.4,2026-02-07 11:55:42
La tormenta,2021-12-01,True,,Texas,11.23,33.4,100.0,100.0,0.0,0.0,197.33,22.17,21.63,2026-02-07 11:55:56
Raise the Stakes,2021-12-01,True,,Texas,1.11,1.86,100.0,100.0,0.0,0.0,67.0,0.74,11.57,2026-02-07 11:56:09
The Traitor Game,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 11:56:21
So You Want to Talk About Race,2021-12-01,True,,Texas,1.97,1.11,100.0,100.0,0.0,0.0,-43.5,-0.86,11.9,2026-02-07 11:56:35
GLBTQ*: The Survival Guide for Queer & Questioning Teens,2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 11:56:48
Fun Home: A Family Tragicomic,2021-12-01,True,,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 11:57:01
The Magic Fish,2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 11:57:14
My Heart Underwater,2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 11:57:27
Taking Responsibility: A Teen's Guide to Contraception and Pregnancy,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 11:57:41
The Accidental Adventures of India McAllister,2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 11:57:54
One Man Guy,2021-12-01,True,,Texas,16.07,14.17,100.0,100.0,0.0,0.0,-11.83,-1.9,28.79,2026-02-07 11:58:08
Me and Earl and the Dying Girl,2021-12-01,True,,Texas,4.86,5.84,100.0,100.0,0.0,0.0,20.37,0.99,19.58,2026-02-07 11:58:21
Whistle Me Home,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 11:58:34
Citizen: An American Lyric,2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 11:58:47
We Were Eight Years in Power: An American Tragedy,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 11:59:00
All American Boys,2021-12-01,True,,Texas,24.66,26.73,100.0,100.0,0.0,0.0,8.43,2.08,28.58,2026-02-07 11:59:14
Black Rabbit Summer,2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 11:59:27
Gay Believers: Homosexuality and Religion,2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 11:59:40
Cut Both Ways,2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 11:59:53
The Hookup Artist,2021-12-01,True,,Texas,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 12:00:07
Annie on My Mind,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:00:20
Ash,2021-12-01,True,,Texas,75.17,27.34,100.0,100.0,66.0,19.0,-63.62,-47.82,25.52,2026-02-07 12:00:34
Ask the Passengers,2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:00:47
Hot Dog Girl,2021-12-01,True,,Texas,11.13,13.47,100.0,100.0,0.0,0.0,20.96,2.33,24.29,2026-02-07 12:01:00
Victor and Nora: A Gotham Love Story,2021-12-01,True,,Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:01:13
Roe v. Wade: The Untold Story of the Landmark Supreme Court Decision that Made Abortion Legal,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:01:26
"More Than a Game: Race, Gender, and Politics in Sports",2021-12-01,True,,Texas,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 12:01:39
Alan Cole Is Not a Coward,2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:01:52
Orphea Proud,2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:02:06
Far from the Tree,2021-12-01,True,,Indiana,35.56,32.38,100.0,100.0,0.0,0.0,-8.94,-3.18,20.52,2026-02-07 12:02:19
"Alison, Who Went Away",2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:02:32
"Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)",2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:02:45
"Hang-ups, Hook-ups, and Holding Out: Stuff You Need to Know about Your Body, Sex, and Dating",2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:02:59
GLBT Teens and Society,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:03:11
"Love, Creekwood: A Simonverse Novella (Simonverse Series)",2021-12-01,True,,Texas,1.97,0.0,100.0,0.0,0.0,0.0,-100.0,-1.97,13.16,2026-02-07 12:03:25
#BlackLivesMatter: Protesting Racism,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:03:38
And Tango Makes Three,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:03:51
Combat Zone,2021-12-01,True,,Texas,19.56,26.97,100.0,100.0,0.0,0.0,37.9,7.41,32.26,2026-02-07 12:04:04
"Gabi, a Girl in Pieces",2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:04:17
Highly Illogical Behavior,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:04:31
Queer: The Ultimate LGBTQ Guide for Teens,2021-12-01,True,,Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:04:44
Pearl,2021-12-01,True,,Texas,40.07,28.46,100.0,100.0,29.0,19.0,-28.98,-11.61,13.64,2026-02-07 12:04:58
Echo After Echo,2021-12-01,True,,Texas,10.98,19.44,100.0,100.0,0.0,0.0,77.13,8.47,26.8,2026-02-07 12:05:11
Hello Now,2021-12-01,True,,Texas,12.03,22.98,100.0,100.0,0.0,0.0,90.95,10.94,30.1,2026-02-07 12:05:24
Symptoms of Being Human,2021-12-01,True,,Texas,0.0,1.98,0.0,100.0,0.0,0.0,inf,1.98,13.22,2026-02-07 12:05:37
Beautiful Music for Ugly Children,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:05:50
This Is Kind of an Epic Love Story,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:06:04
"It Gets Better: Coming Out, Overcoming Bullying, and Creating a Life Worth Living",2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:06:17
Not My Idea: A Book About Whiteness (Ordinary Terrible Things Series),2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:06:30
Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,2021-12-01,False,The request failed: Google returned a response with code 400,Texas,,,,,,,,,,
Chainbreaker (Timekeeper Series),2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:06:51
New Kid,2021-12-01,True,,Texas,33.03,29.11,100.0,100.0,22.0,15.0,-11.87,-3.92,14.24,2026-02-07 12:07:05
Zenobia July,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:07:18
Me and Earl and the Dying Girl,2021-12-01,True,,Texas,4.68,5.84,100.0,100.0,0.0,0.0,24.94,1.17,19.29,2026-02-07 12:07:31
Each of Us a Desert,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:07:44
The Breakaways,2021-12-01,True,,Texas,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 12:07:57
Marco Impossible,2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:08:10
Great,2021-12-01,True,,Texas,85.99,80.09,100.0,100.0,74.0,60.0,-6.86,-5.9,6.56,2026-02-07 12:08:24
Getting It,2021-12-01,True,,Texas,85.56,73.91,100.0,100.0,66.0,51.0,-13.61,-11.64,10.74,2026-02-07 12:08:37
Things That Make White People Uncomfortable (Adapted for Young Adults),2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:08:50
We Are Lost and Found,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:09:03
History Is All You Left Me,2021-12-01,True,,Texas,0.0,1.71,0.0,100.0,0.0,0.0,inf,1.71,11.86,2026-02-07 12:09:16
Happy families,2021-12-01,True,,Texas,4.13,4.23,100.0,100.0,0.0,0.0,2.42,0.1,17.03,2026-02-07 12:09:29
Class Act,2021-12-01,True,,Texas,59.96,55.87,100.0,100.0,29.0,24.0,-6.82,-4.09,14.61,2026-02-07 12:09:42
Firestarter (Timekeeper Series),2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:09:56
Safe Sex 101: An Overview for Teens,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:10:08
Wonders of the Invisible World,2021-12-01,True,,Texas,1.11,3.66,100.0,100.0,0.0,0.0,229.0,2.54,14.28,2026-02-07 12:10:21
I Am Not Your Perfect Mexican Daughter,2021-12-01,True,,Wisconsin,3.11,0.0,100.0,0.0,0.0,0.0,-100.0,-3.11,16.78,2026-02-07 12:10:34
The Kite Runner,2021-12-01,True,,Florida,53.13,43.47,100.0,100.0,0.0,0.0,-18.19,-9.67,21.93,2026-02-07 12:10:47
As I Descended,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:11:00
And Tango Makes Three,2021-12-01,True,,Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:11:13
Love Is the Higher Law,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:11:26
Protect and Defend (Kerry Kilcannon Series),2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:11:39
Gender Identity: The Ultimate Teen Guide,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:11:52
Guardian (Proxy Series),2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:12:05
Hook Up,2021-12-01,True,,Texas,79.0,53.39,100.0,100.0,63.0,38.0,-32.42,-25.61,15.76,2026-02-07 12:12:18
And Still I Rise,2021-12-01,True,,Texas,1.93,10.64,100.0,100.0,0.0,0.0,450.57,8.71,18.83,2026-02-07 12:12:31
"Doing It Right: Making Smart, Safe, and Satisfying Choices About Sex",2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:12:44
Should Teens Have Access to Birth Control?,2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:12:57
The Teenage Body Book,2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:13:10
Of Ice and Shadows (Of Fire and Stars Series),2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:13:23
Autoboyography,2021-12-01,True,,Texas,2.08,1.11,100.0,100.0,0.0,0.0,-46.52,-0.97,12.27,2026-02-07 12:13:36
Star-Crossed,2021-12-01,True,,Texas,2.77,1.71,100.0,100.0,0.0,0.0,-38.15,-1.06,12.79,2026-02-07 12:13:50
Morris Micklewhite and the Tangerine Dress,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:14:03
"My Most Excellent Year: A Novel of Love, Mary Poppins, and Fenway Park",2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:14:16
Parrotfish,2021-12-01,True,,Texas,6.77,11.97,100.0,100.0,0.0,0.0,76.85,5.2,26.19,2026-02-07 12:14:29
Deposing Nathan,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:14:42
Red at the Bone,2021-12-01,True,,Texas,5.26,4.67,100.0,100.0,0.0,0.0,-11.21,-0.59,20.58,2026-02-07 12:14:55
Some Assembly Required: The Not-So-Secret Life of a Transgender Teen,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:15:08
Three Little Words: A Memoir,2021-12-01,True,,Indiana,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:15:21
Saturdays with Hitchcock,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:15:34
My Life as a Rhombus,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:15:48
All We Can Do Is Wait,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:16:01
"This Book Is Anti-Racist: 20 Lessons on How to Wake Up, Take Action, and Do the Work",2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:16:14
All Eyes on Us,2021-12-01,True,,Texas,3.04,6.08,100.0,100.0,0.0,0.0,99.64,3.03,18.46,2026-02-07 12:16:27
"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:16:40
Gender Queer: A Memoir,2021-12-01,True,,Illinois,2.59,0.0,100.0,0.0,0.0,0.0,-100.0,-2.59,14.34,2026-02-07 12:16:53
ttfn (Internet Girls Series),2021-12-01,True,,Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:17:06
The Abortion Debate: Understanding the Issues (Issues in Focus Today),2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:17:19
Ask Me How I Got Here,2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:17:32
The Cutting Room Floor,2021-12-01,True,,Texas,1.11,1.91,100.0,100.0,0.0,0.0,72.0,0.8,11.73,2026-02-07 12:17:45
In the Role of Brie Hutchens...,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:17:59
How to Love,2021-12-01,True,,Texas,87.53,67.32,100.0,100.0,78.0,53.0,-23.09,-20.21,12.23,2026-02-07 12:18:13
Rainbow Road (Rainbow Trilogy Series),2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:18:26
And She Was,2021-12-01,True,,Texas,63.41,49.4,100.0,100.0,29.0,15.0,-22.1,-14.01,19.85,2026-02-07 12:18:40
The Last Time I Wore a Dress,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:18:53
Tattoo Atlas,2021-12-01,True,,Texas,0.0,4.93,0.0,100.0,0.0,0.0,inf,4.93,20.41,2026-02-07 12:19:06
Sister Mischief,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:19:19
One True Way,2021-12-01,True,,Texas,62.12,46.27,100.0,100.0,0.0,0.0,-25.52,-15.86,25.62,2026-02-07 12:19:32
Kiss Number 8,2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:19:45
The Deepest Breath,2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:19:58
Shine,2021-12-01,True,,Wisconsin,70.78,66.69,100.0,100.0,42.0,50.0,-5.78,-4.09,10.53,2026-02-07 12:20:12
Openly Straight (Openly Straight Series),2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:20:25
Shine,2021-12-01,True,,Texas,70.78,66.69,100.0,100.0,42.0,50.0,-5.78,-4.09,10.53,2026-02-07 12:20:38
Jaya and Rasa: A Love Story,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:20:51
The Confessions of Nat Turner,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:21:04
When the Moon Was Ours,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:21:17
Everything Leads to You,2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:21:30
Brave Face: A Memoir,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:21:43
A Home for Goddesses and Dogs,2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:21:56
Spinning,2021-12-01,True,,Texas,72.88,81.86,100.0,100.0,63.0,68.0,12.32,8.98,7.95,2026-02-07 12:22:11
Melissa (George),2021-12-01,True,,Florida,22.02,9.87,100.0,100.0,0.0,0.0,-55.2,-12.16,22.74,2026-02-07 12:22:24
Life in Outer Space,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:22:37
The Past and Other Things That Should Stay Buried,2021-12-01,True,,Texas,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 12:22:51
Blood Sport,2021-12-01,True,,Texas,23.48,30.09,100.0,100.0,0.0,0.0,28.16,6.61,28.63,2026-02-07 12:23:04
"Gay Issues and Politics: Marriage, the Military, & Work Place Discrimination",2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:23:17
How Not to Ask a Boy to Prom,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:23:30
Cinderella Is Dead,2021-12-01,True,,Texas,1.11,1.93,100.0,100.0,0.0,0.0,74.0,0.82,11.8,2026-02-07 12:23:43
October Mourning: A Song for Matthew Shepard,2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:23:56
Pink,2021-12-01,True,,Texas,79.02,83.52,100.0,100.0,62.0,66.0,5.69,4.5,7.89,2026-02-07 12:24:10
All Boys Aren't Blue,2021-12-01,True,,Texas,3.23,9.62,100.0,100.0,0.0,0.0,197.59,6.39,19.54,2026-02-07 12:24:23
"Love, Hate & Other Filters",2021-12-01,True,,Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:24:36
Magic To Brew (Moonstruck Series),2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:24:50
"Gender Danger: Survivors of Rape, Human Trafficking, and Honor Killings",2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:25:03
The Sin-Eater's Confession,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:25:16
"Hello, I Lied",2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:25:29
yolo (Internet Girls Series),2021-12-01,True,,Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:25:42
Something Like Gravity,2021-12-01,True,,Texas,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 12:25:55
The Infinite Moment of Us,2021-12-01,True,,Indiana,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:26:09
Every Day (Every Day Series),2021-12-01,True,,Indiana,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 12:26:22
The Truth about Keeping Secrets,2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:26:35
Girl Mans Up,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:26:48
Tessa Masterson Will Go to Prom,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:27:01
Just Kill Me,2021-12-01,True,,Texas,14.57,12.16,100.0,100.0,0.0,0.0,-16.55,-2.41,27.72,2026-02-07 12:27:14
Who I Was with Her,2021-12-01,True,,Texas,54.71,36.44,100.0,100.0,0.0,0.0,-33.39,-18.27,26.16,2026-02-07 12:27:28
Forever for a Year,2021-12-01,True,,Texas,4.09,2.11,100.0,100.0,0.0,0.0,-48.37,-1.98,16.73,2026-02-07 12:27:41
Detour for Emmy,2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:27:54
Pride: The Story of Harvey Milk and the Rainbow Flag,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:28:07
Pride: Celebrating Diversity & Community,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:28:21
V for Vendetta,2021-12-01,True,,Texas,11.9,59.56,100.0,100.0,6.0,36.0,400.47,47.66,27.45,2026-02-07 12:28:34
The Last to Let Go,2021-12-01,True,,Texas,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 12:28:47
Lily and Dunkin,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:29:00
The Meaning of Birds,2021-12-01,True,,Texas,6.63,13.04,100.0,100.0,0.0,0.0,96.65,6.41,24.97,2026-02-07 12:29:13
Teens & Sex,2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:29:26
Teen Legal Rights,2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:29:39
"Boy Erased: A Memoir of Identity, Faith, and Family",2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:29:52
Far from You,2021-12-01,True,,Texas,85.92,71.49,100.0,100.0,68.0,49.0,-16.8,-14.43,12.45,2026-02-07 12:30:06
Rainbow Boys (Rainbow Trilogy Series),2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:30:19
Alex As Well,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:30:32
Beloved,2021-12-01,True,,Florida,32.88,69.23,100.0,100.0,21.0,35.0,110.58,36.36,21.7,2026-02-07 12:30:45
"Dating, Relationships, And Sexuality: What Teens Should Know",2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:30:58
Afterworlds (Afterworlds Series),2021-12-01,True,,Texas,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 12:31:12
Monday's Not Coming,2021-12-01,True,,Texas,2.1,0.0,100.0,0.0,0.0,0.0,-100.0,-2.1,13.95,2026-02-07 12:31:25
More Happy Than Not,2021-12-01,True,,Texas,4.11,9.43,100.0,100.0,0.0,0.0,129.46,5.32,20.45,2026-02-07 12:31:38
"Rainbow Revolutions: Power, Pride and Protest in the Fight for Queer Rights",2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:31:51
Gender Issues (Living with a Special Need),2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:32:04
My Mixed-Up Berry Blue Summer,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:32:17
Teens and Gender Dysphoria,2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:32:30
In the Dream House,2021-12-01,True,,Texas,59.56,54.37,100.0,100.0,0.0,0.0,-8.71,-5.19,21.91,2026-02-07 12:32:44
None of the Above,2021-12-01,True,,Texas,50.22,36.23,100.0,100.0,0.0,0.0,-27.85,-13.99,23.04,2026-02-07 12:32:57
"Jess, Chunk, and the Road Trip to Infinity",2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:33:10
